"","PLZ","WOBFS","Region"
"11687",6776,5079,5
"11688",6533,5010,5
"11689",6874,5249,5
"11690",6648,5118,5
"11691",6900,5192,5
"11692",8405,230,4
"11693",8712,158,4
"11694",1008,5589,1
"11695",6532,5001,5
"11696",5225,4124,4
"11697",9435,3231,2
"11698",9122,3378,2
"11699",6460,1201,2
"11700",6646,5131,5
"11701",1700,2196,1
"11702",3004,351,3
"11703",6005,1061,2
"11704",6702,5002,5
"11705",8303,52,4
"11706",1964,6023,1
"11707",6018,1083,2
"11708",8588,4511,4
"11709",4800,4289,3
"11710",9492,7007,6
"11711",8158,95,4
"11712",8307,296,4
"11713",3785,841,2
"11714",5502,4200,4
"11715",1800,5890,1
"11716",5637,4224,4
"11717",8857,1348,2
"11718",3232,496,3
"11719",3661,944,2
"11720",7270,3851,2
"11721",9443,3238,2
"11722",3256,310,3
"11723",1373,5749,1
"11724",7276,3851,2
"11725",1009,5590,1
"11726",1618,2325,1
"11727",8302,62,4
"11728",8162,101,4
"11729",1197,5725,1
"11730",8180,53,4
"11731",6672,5324,5
"11732",1110,5642,1
"11733",4600,2581,3
"11734",1212,6628,1
"11735",8126,160,4
"11736",1907,6141,1
"11737",8048,261,4
"11738",1936,6037,1
"11739",7050,3921,2
"11740",8330,177,4
"11741",1205,6621,1
"11742",3072,363,3
"11743",6010,1059,2
"11744",4557,2523,3
"11745",1172,5426,1
"11746",4226,2613,3
"11747",8902,250,4
"11748",8853,1344,2
"11749",6962,5192,5
"11750",1203,6621,1
"11751",4913,323,3
"11752",7130,3619,2
"11753",5436,4048,4
"11754",8412,223,4
"11755",2000,6458,1
"11756",4922,342,3
"11757",3072,363,3
"11758",8422,224,4
"11759",6943,5231,5
"11760",4600,2581,3
"11761",8645,3340,2
"11762",1911,6135,1
"11763",8712,158,4
"11764",6315,1706,2
"11765",8868,1630,2
"11766",4856,4279,3
"11767",8404,230,4
"11768",5210,4123,4
"11769",8360,4724,4
"11770",8037,261,4
"11771",1400,5938,1
"11772",8037,261,4
"11773",8604,199,4
"11774",8132,192,4
"11775",8404,230,4
"11776",6370,1509,2
"11777",4312,4253,3
"11778",6956,5226,5
"11779",4618,2571,3
"11780",8452,21,4
"11781",6874,5249,5
"11782",9443,3238,2
"11783",1024,5635,1
"11784",8854,1346,2
"11785",3075,627,3
"11786",1342,5871,1
"11787",6252,1125,2
"11788",8408,230,4
"11789",8274,4696,4
"11790",6340,1701,2
"11791",3714,563,2
"11792",8952,247,4
"11793",3250,306,3
"11794",8340,117,4
"11795",3945,6118,2
"11796",1004,5586,1
"11797",8050,261,4
"11798",8547,4571,4
"11799",9230,3402,2
"11800",1400,5938,1
"11801",4538,983,3
"11802",1637,2163,1
"11803",6600,5113,5
"11804",3414,418,3
"11805",1700,2196,1
"11806",2503,371,3
"11807",2206,6487,1
"11808",1220,6643,1
"11809",1266,5715,1
"11810",1260,5724,1
"11811",2900,6800,1
"11812",1202,6621,1
"11813",2540,2546,3
"11814",9053,3024,2
"11815",8052,261,4
"11816",1807,5892,1
"11817",9014,3203,2
"11818",8590,4436,4
"11819",9642,3352,2
"11820",6288,1041,2
"11821",2074,6461,1
"11822",9607,3394,2
"11823",2503,371,3
"11824",1430,5924,1
"11825",1450,5568,1
"11826",1814,5889,1
"11827",7158,3981,2
"11828",8575,4911,4
"11829",8492,181,4
"11830",1412,5934,1
"11831",8124,195,4
"11832",4710,2422,3
"11833",8640,3340,2
"11834",1880,5402,1
"11835",1630,2125,1
"11836",3960,6248,1
"11837",1967,6266,1
"11838",6005,1061,2
"11839",2800,6711,1
"11840",1186,5856,1
"11841",1586,5464,1
"11842",4852,4282,3
"11843",9100,3001,2
"11844",3052,361,3
"11845",2206,6487,1
"11846",8038,261,4
"11847",1670,2102,1
"11848",1205,6621,1
"11849",2300,6421,1
"11850",4937,344,3
"11851",1485,2035,1
"11852",5000,4001,4
"11853",4900,329,3
"11854",6252,1125,2
"11855",8610,198,4
"11856",9108,3102,2
"11857",3714,563,2
"11858",1148,5486,1
"11859",7206,3955,2
"11860",8166,91,4
"11861",1993,6267,1
"11862",8717,3312,2
"11863",4934,332,3
"11864",5000,4001,4
"11865",8605,199,4
"11866",1005,5586,1
"11867",5416,4038,4
"11868",1530,5822,1
"11869",5042,4007,4
"11870",2350,6757,1
"11871",2540,2546,3
"11872",3306,538,3
"11873",9030,3442,2
"11874",1676,2099,1
"11875",1435,5749,1
"11876",4538,983,3
"11877",1748,2115,1
"11878",6313,1704,2
"11879",7435,3714,2
"11880",6028,1039,2
"11881",4105,2764,3
"11882",4914,337,3
"11883",1085,5803,1
"11884",8405,230,4
"11885",5621,4083,4
"11886",6467,1213,2
"11887",1720,2183,1
"11888",1700,2196,1
"11889",6386,1511,2
"11890",3374,993,3
"11891",1005,5586,1
"11892",2900,6800,1
"11893",8165,93,4
"11894",8245,27,4
"11895",3280,2275,3
"11896",1358,5763,1
"11897",3206,662,3
"11898",1700,2196,1
"11899",1110,5642,1
"11900",2300,6421,1
"11901",9000,3203,2
"11902",5078,4185,4
"11903",6260,1140,2
"11904",4310,4258,3
"11905",4056,2701,3
"11906",1782,2175,1
"11907",1023,5583,1
"11908",1218,6623,1
"11909",4933,340,3
"11910",8767,1631,2
"11911",8834,1321,2
"11912",7320,3296,2
"11913",8222,2932,4
"11914",8723,3315,2
"11915",5444,4031,4
"11916",4922,342,3
"11917",8645,3340,2
"11918",8802,135,4
"11919",3250,306,3
"11920",3145,355,3
"11921",6280,1031,2
"11922",3250,306,3
"11923",1023,5583,1
"11924",3973,6254,1
"11925",1958,6246,1
"11926",1566,2041,1
"11927",2406,6432,1
"11928",4242,2787,3
"11929",3177,667,3
"11930",8840,1301,2
"11931",8052,261,4
"11932",6945,5208,5
"11933",9542,4746,4
"11934",6246,1123,2
"11935",8953,243,4
"11936",3232,496,3
"11937",1226,6640,1
"11938",8754,1632,2
"11939",5014,2576,3
"11940",5630,4236,4
"11941",8600,191,4
"11942",6103,1066,2
"11943",4057,2701,3
"11944",1207,6621,1
"11945",8037,261,4
"11946",1950,6266,1
"11947",8246,27,4
"11948",1723,2206,1
"11949",2035,6458,1
"11950",5600,4201,4
"11951",8494,297,4
"11952",1976,6023,1
"11953",6252,1125,2
"11954",8442,221,4
"11955",8753,1630,2
"11956",8193,55,4
"11957",5400,4021,4
"11958",8820,293,4
"11959",1950,6266,1
"11960",1255,6645,1
"11961",1303,5496,1
"11962",1202,6621,1
"11963",5034,4012,4
"11964",8442,221,4
"11965",4512,2542,3
"11966",8844,1301,2
"11967",4056,2701,3
"11968",5028,4179,3
"11969",9542,4746,4
"11970",4058,2701,3
"11971",3400,404,3
"11972",8645,3340,2
"11973",4704,981,3
"11974",4435,2891,3
"11975",1203,6621,1
"11976",2502,371,3
"11977",8489,182,4
"11978",8103,249,4
"11979",2520,723,1
"11980",6512,5002,5
"11981",6982,5141,5
"11982",6986,5207,5
"11983",3415,406,3
"11984",5620,4063,4
"11985",1623,2336,1
"11986",9320,4401,4
"11987",8413,223,4
"11988",1563,2053,1
"11989",1740,2211,1
"11990",9404,3216,2
"11991",8404,230,4
"11992",8053,261,4
"11993",1304,5477,1
"11994",1723,2206,1
"11995",4058,2701,3
"11996",8052,261,4
"11997",6010,1059,2
"11998",1890,6217,1
"11999",8041,261,4
"12000",3047,353,3
"12001",9496,7003,6
"12002",9492,7007,6
"12003",9495,7002,6
"12004",9486,7008,6
"12005",9493,7008,6
"12006",9495,7002,6
"12007",9494,7005,6
"12008",9497,7004,6
"12009",8493,297,4
"12010",1752,2228,1
"12011",6340,1701,2
"12012",6340,1701,2
"12013",8400,230,4
"12014",6210,1103,2
"12015",7235,3861,2
"12016",9053,3024,2
"12017",8304,69,4
"12018",6285,1030,2
"12019",6060,1407,2
"12020",8107,83,4
"12021",9400,3215,2
"12022",5430,4045,4
"12023",4528,2534,3
"12024",9304,3444,2
"12025",2540,2546,3
"12026",3714,563,2
"12027",4900,329,3
"12028",3250,306,3
"12029",8335,173,4
"12030",8335,173,4
"12031",3032,360,3
"12032",3110,616,3
"12033",1870,6153,1
"12034",1085,5803,1
"12035",1205,6621,1
"12036",9490,7001,6
"12037",9491,7010,6
"12038",9493,7008,6
"12039",3006,351,3
"12040",9488,7011,6
"12041",9493,7008,6
"12042",9487,7009,6
"12043",9496,7003,6
"12044",9495,7002,6
"12045",9492,7007,6
"12046",9497,7004,6
"12047",9488,7011,6
"12048",9493,7008,6
"12049",9485,7007,6
"12050",9493,7008,6
"12051",9495,7002,6
"12052",9497,7004,6
"12053",9493,7008,6
"12054",9492,7007,6
"12055",9494,7005,6
"12056",9494,7005,6
"12057",9493,7008,6
"12058",9493,7008,6
"12059",9495,7002,6
"12060",9496,7003,6
"12061",9487,7009,6
"12062",9493,7008,6
"12063",9492,7007,6
"12064",9488,7011,6
"12065",9490,7001,6
"12066",9493,7008,6
"12067",9485,7007,6
"12068",9492,7007,6
"12069",9493,7008,6
"12070",9497,7004,6
"12071",9486,7008,6
"12072",4852,4282,3
"12073",2610,443,1
"12074",1700,2196,1
"12075",1741,2186,1
"12076",6330,1702,2
"12077",6340,1701,2
"12078",8627,116,4
"12079",8932,9,4
"12080",8153,97,4
"12081",8154,92,4
"12082",6005,1061,2
"12083",5400,4021,4
"12084",5405,4021,4
"12085",9100,3001,2
"12086",3806,572,2
"12087",8240,2920,4
"12088",4528,2534,3
"12089",4563,2519,3
"12090",9212,3443,2
"12091",9244,3408,2
"12092",8600,191,4
"12093",8610,198,4
"12094",8617,196,4
"12095",3283,304,3
"12096",3293,386,3
"12097",4057,2701,3
"12098",4058,2701,3
"12099",8004,261,4
"12100",8004,261,4
"12101",8048,261,4
"12102",8048,261,4
"12103",8330,177,4
"12104",3072,363,3
"12105",6467,1213,2
"12106",1950,6266,1
"12107",1255,6645,1
"12108",9490,7001,6
"12109",9495,7002,6
"12110",9436,3232,2
"12111",3507,603,3
"12112",1218,6623,1
"12113",3454,957,3
"12114",4058,2701,3
"12115",8117,193,4
"12116",6374,1502,2
"12117",6018,1083,2
"12118",6946,5212,5
"12119",1806,5892,1
"12120",3153,853,3
"12121",8620,121,4
"12122",2503,371,3
"12123",1400,5938,1
"12124",1183,5853,1
"12125",3438,903,3
"12126",1733,2226,1
"12127",6677,5317,5
"12128",8708,155,4
"12129",6900,5192,5
"12130",1618,2325,1
"12131",8580,4461,4
"12132",9450,3251,2
"12133",4310,4258,3
"12134",8842,1375,2
"12135",1175,5637,1
"12136",1562,5816,1
"12137",2504,371,3
"12138",6616,5115,5
"12139",6900,5192,5
"12140",4417,2834,3
"12141",8635,113,4
"12142",6262,1140,2
"12143",6596,5108,5
"12144",3210,2265,3
"12145",1110,5642,1
"12146",8302,62,4
"12147",2503,371,3
"12148",8049,261,4
"12149",8165,93,4
"12150",1654,2163,1
"12151",1226,6640,1
"12152",3006,351,3
"12153",6949,5176,5
"12154",4125,2703,3
"12155",6005,1061,2
"12156",1412,5934,1
"12157",6949,5176,5
"12158",6814,5189,5
"12159",3930,6297,2
"12160",1208,6621,1
"12161",6912,5192,5
"12162",7320,3296,2
"12163",3632,770,2
"12164",3937,6281,2
"12165",1958,6246,1
"12166",8302,62,4
"12167",1260,5724,1
"12168",5107,4125,4
"12169",8620,121,4
"12170",3924,6292,2
"12171",8162,101,4
"12172",1618,2325,1
"12173",9105,3003,2
"12174",2088,6452,1
"12175",3772,793,2
"12176",6981,5149,5
"12177",1642,2153,1
"12178",1247,6602,1
"12179",3462,951,3
"12180",8708,155,4
"12181",6925,5236,5
"12182",5442,4027,4
"12183",1890,6217,1
"12184",6987,5171,5
"12185",6263,1140,2
"12186",1920,6136,1
"12187",8051,261,4
"12188",1066,5584,1
"12189",8228,2951,4
"12190",8142,248,4
"12191",9016,3203,2
"12192",4461,2842,3
"12193",8497,114,4
"12194",9472,3273,2
"12195",9315,4411,4
"12196",6514,5002,5
"12197",6383,1503,2
"12198",9491,7010,6
"12199",1219,6643,1
"12200",3212,2262,3
"12201",5443,4035,4
"12202",1673,2097,1
"12203",6900,5192,5
"12204",8302,62,4
"12205",2747,687,1
"12206",6170,1008,2
"12207",8632,113,4
"12208",3413,407,3
"12209",3413,407,3
"12210",5035,4013,4
"12211",6612,5091,5
"12212",2512,756,3
"12213",6274,1026,2
"12214",7522,3785,2
"12215",8566,4666,4
"12216",5412,4029,4
"12217",1762,2197,1
"12218",3600,942,2
"12219",1148,5486,1
"12220",9249,3408,2
"12221",9050,3101,2
"12222",1217,6630,1
"12223",2747,687,1
"12224",1148,5486,1
"12225",8933,8,4
"12226",8917,4073,4
"12227",5004,4001,4
"12228",5036,4010,4
"12229",4803,4287,3
"12230",3252,755,3
"12231",8592,4451,4
"12232",3925,6285,2
"12233",8105,96,4
"12234",6204,1102,2
"12235",3631,770,2
"12236",8405,230,4
"12237",8052,261,4
"12238",8047,261,4
"12239",6900,5192,5
"12240",8718,3315,2
"12241",3911,6008,2
"12242",2856,6702,1
"12243",5303,4047,4
"12244",1806,5892,1
"12245",6130,1151,2
"12246",3966,6232,1
"12247",1206,6621,1
"12248",7320,3296,2
"12249",5703,4209,4
"12250",6060,1407,2
"12251",8910,2,4
"12252",1207,6621,1
"12253",8608,112,4
"12254",1880,5402,1
"12255",3930,6297,2
"12256",2400,6436,1
"12257",1700,2196,1
"12258",9010,3203,2
"12259",8231,2939,4
"12260",1400,5938,1
"12261",8143,13,4
"12262",4657,2573,3
"12263",6333,1703,2
"12264",1028,5643,1
"12265",6275,1023,2
"12266",9011,3203,2
"12267",4950,954,3
"12268",4500,2601,3
"12269",3532,628,3
"12270",6285,1030,2
"12271",2856,6702,1
"12272",2560,743,3
"12273",1725,2233,1
"12274",5107,4125,4
"12275",6222,1081,2
"12276",9435,3231,2
"12277",4204,2618,3
"12278",6373,1505,2
"12279",8143,13,4
"12280",5442,4027,4
"12281",9500,3427,2
"12282",8280,4671,4
"12283",4665,4280,3
"12284",4665,4280,3
"12285",5022,4008,4
"12286",9428,3037,2
"12287",4125,2703,3
"12288",8047,261,4
"12289",9620,3374,2
"12290",8903,242,4
"12291",1400,5938,1
"12292",4463,2844,3
"12293",8051,261,4
"12294",8706,156,4
"12295",5630,4236,4
"12296",1033,5582,1
"12297",2924,6807,1
"12298",3176,670,3
"12299",2738,690,1
"12300",2013,6416,1
"12301",1227,6608,1
"12302",8114,85,4
"12303",1225,6613,1
"12304",6280,1031,2
"12305",1037,5521,1
"12306",8500,4566,4
"12307",8187,102,4
"12308",8107,83,4
"12309",4132,2770,3
"12310",1205,6621,1
"12311",8048,261,4
"12312",9315,4411,4
"12313",9434,3231,2
"12314",1920,6136,1
"12315",1950,6266,1
"12316",3012,351,3
"12317",1860,5401,1
"12318",8636,120,4
"12319",8953,243,4
"12320",5702,4204,4
"12321",9315,4411,4
"12322",8810,295,4
"12323",6170,1008,2
"12324",4143,2473,3
"12325",6312,1708,2
"12326",7402,3721,2
"12327",3951,6101,2
"12328",6203,1093,2
"12329",5213,4122,4
"12330",6422,1373,2
"12331",8371,4761,4
"12332",6032,1024,2
"12333",9042,3023,2
"12334",8868,1630,2
"12335",9478,3276,2
"12336",6373,1505,2
"12337",6376,1504,2
"12338",8105,96,4
"12339",9323,3217,4
"12340",6064,1404,2
"12341",5630,4236,4
"12342",8852,1341,2
"12343",4310,4258,3
"12344",3818,576,2
"12345",3855,573,2
"12346",9036,3212,2
"12347",9500,3427,2
"12348",8565,4666,4
"12349",3438,903,3
"12350",8804,293,4
"12351",4600,2581,3
"12352",4537,995,3
"12353",8132,192,4
"12354",8700,154,4
"12355",3262,303,3
"12356",4125,2703,3
"12357",8047,261,4
"12358",8047,261,4
"12359",8047,261,4
"12360",4500,2601,3
"12361",8320,172,4
"12362",8102,245,4
"12363",8902,250,4
"12364",8903,242,4
"12365",8953,243,4
"12366",3005,351,3
"12367",3006,351,3
"12368",3006,351,3
"12369",3076,627,3
"12370",3302,544,3
"12371",6463,1205,2
"12372",2300,6421,1
"12373",2113,6512,1
"12374",1166,5860,1
"12375",6012,1059,2
"12376",4665,4280,3
"12377",3114,632,3
"12378",8610,198,4
"12379",8052,261,4
"12380",8330,177,4
"12381",6170,1008,2
"12382",5000,4001,4
"12383",9423,3237,2
"12384",1981,6089,1
"12385",8032,261,4
"12386",5315,4303,4
"12387",8825,293,4
"12388",4448,2852,3
"12389",8106,96,4
"12390",8500,4566,4
"12391",6162,1002,2
"12392",6300,1711,2
"12393",9436,3232,2
"12394",8213,2904,4
"12395",6353,1069,2
"12396",8588,4511,4
"12397",9107,3006,2
"12398",1234,6645,1
"12399",1775,2029,1
"12400",5745,4283,3
"12401",1197,5725,1
"12402",2735,717,1
"12403",4500,2601,3
"12404",9000,3203,2
"12405",5033,4003,4
"12406",3800,593,2
"12407",3033,360,3
"12408",7013,3722,2
"12409",8320,172,4
"12410",8406,230,4
"12411",5076,4185,4
"12412",3072,363,3
"12413",8045,261,4
"12414",2552,744,3
"12415",1205,6621,1
"12416",4528,2534,3
"12417",4057,2701,3
"12418",9496,7003,6
"12419",9493,7008,6
"12420",9494,7005,6
"12421",9488,7011,6
"12422",7270,3851,2
"12423",9495,7002,6
"12424",9491,7010,6
"12425",9494,7005,6
"12426",9497,7004,6
"12427",9497,7004,6
"12428",9495,7002,6
"12429",9490,7001,6
"12430",9496,7003,6
"12431",9491,7010,6
"12432",9493,7008,6
"12433",9495,7002,6
"12434",9490,7001,6
"12435",9493,7008,6
"12436",9493,7008,6
"12437",9491,7010,6
"12438",9494,7005,6
"12439",9488,7011,6
"12440",8852,1341,2
"12441",9436,3232,2
"12442",9494,7005,6
"12443",9496,7003,6
"12444",9492,7007,6
"12445",9486,7008,6
"12446",9495,7002,6
"12447",9497,7004,6
"12448",9492,7007,6
"12449",9493,7008,6
"12450",9493,7008,6
"12451",3262,303,3
"12452",8500,4566,4
"12453",8280,4671,4
"12454",2504,371,3
"12455",2560,743,3
"12456",1746,2237,1
"12457",6312,1708,2
"12458",6312,1708,2
"12459",8620,121,4
"12460",8624,115,4
"12461",8636,120,4
"12462",8488,228,4
"12463",9535,4786,2
"12464",6422,1373,2
"12465",6440,1364,2
"12466",6440,1364,2
"12467",6017,1098,2
"12468",3904,6007,2
"12469",3904,6007,2
"12470",6034,1033,2
"12471",9472,3273,2
"12472",9496,7003,6
"12473",9496,7003,6
"12474",5636,4234,4
"12475",4573,2526,3
"12476",8274,4696,4
"12477",8596,4691,4
"12478",5102,4206,4
"12479",3600,942,2
"12480",8800,141,4
"12481",8804,293,4
"12482",8640,3340,2
"12483",3236,495,3
"12484",4056,2701,3
"12485",8047,261,4
"12486",8047,261,4
"12487",4500,2601,3
"12488",3065,352,3
"12489",4715,2424,3
"12490",2300,6421,1
"12491",1299,5713,1
"12492",6722,5048,5
"12493",6612,5091,5
"12494",6900,5192,5
"12495",6932,5192,5
"12496",6963,5192,5
"12497",8804,293,4
"12498",9497,7004,6
"12499",9488,7011,6
"12500",9487,7009,6
"12501",9495,7002,6
"12502",9470,3271,2
"12503",9491,7010,6
"12504",9495,7002,6
"12505",9494,7005,6
"12506",9495,7002,6
"12507",9492,7007,6
"12508",9497,7004,6
"12509",9492,7007,6
"12510",9495,7002,6
"12511",9402,3214,2
"12512",9490,7001,6
"12513",9486,7008,6
"12514",9478,3276,2
"12515",9496,7003,6
"12516",9494,7005,6
"12517",9498,7006,6
"12518",9495,7002,6
"12519",9490,7001,6
"12520",9488,7011,6
"12521",9485,7007,6
"12522",9497,7004,6
"12523",9492,7007,6
"12524",9492,7007,6
"12525",9492,7007,6
"12526",9497,7004,6
"12527",8864,1345,2
"12528",9494,7005,6
"12529",9494,7005,6
"12530",9497,7004,6
"12531",9495,7002,6
"12532",9494,7005,6
"12533",9498,7006,6
"12534",9498,7006,6
"12535",9497,7004,6
"12536",7323,3297,2
"12537",9444,3234,2
"12538",9494,7005,6
"12539",9487,7009,6
"12540",9497,7004,6
"12541",2560,743,3
"12542",4242,2787,3
"12543",8632,113,4
"12544",8488,228,4
"12545",9535,4786,2
"12546",3907,6009,2
"12547",5610,4082,4
"12548",8475,37,4
"12549",8475,37,4
"12550",9562,4711,4
"12551",9478,3276,2
"12552",9496,7003,6
"12553",5507,4033,4
"12554",9104,3007,2
"12555",4310,4258,3
"12556",4419,2830,3
"12557",8880,3298,2
"12558",5023,4002,4
"12559",8603,197,4
"12560",8606,194,4
"12561",8800,141,4
"12562",8057,261,4
"12563",3013,351,3
"12564",3053,546,3
"12565",3205,668,3
"12566",1806,5892,1
"12567",1897,6154,1
"12568",6600,5113,5
"12569",9490,7001,6
"12570",8500,4566,4
"12571",8215,2971,4
"12572",5272,4164,3
"12573",5712,4131,4
"12574",3033,360,3
"12575",1890,6217,1
"12576",9475,3275,2
"12577",2533,372,3
"12578",8580,4461,4
"12579",2336,6742,1
"12580",1652,2123,1
"12581",9200,3443,2
"12582",8053,261,4
"12583",3671,610,3
"12584",8500,4566,4
"12585",4710,2422,3
"12586",4539,987,3
"12587",8887,3293,2
"12588",8330,177,4
"12589",5102,4206,4
"12590",4058,2701,3
"12591",3960,6248,1
"12592",9220,4471,4
"12593",9434,3231,2
"12594",1201,6621,1
"12595",3067,359,3
"12596",1028,5643,1
"12597",5630,4236,4
"12598",1907,6141,1
"12599",1203,6621,1
"12600",9517,4921,4
"12601",5200,4095,4
"12602",4310,4258,3
"12603",8548,218,4
"12604",9249,3408,2
"12605",3147,355,3
"12606",9437,3253,2
"12607",3114,632,3
"12608",6027,1039,2
"12609",4914,337,3
"12610",1748,2115,1
"12611",2300,6421,1
"12612",6043,1051,2
"12613",1236,6609,1
"12614",9495,7002,6
"12615",4622,2401,3
"12616",3608,942,2
"12617",3110,616,3
"12618",6210,1103,2
"12619",5400,4021,4
"12620",8847,1301,2
"12621",2414,6434,1
"12622",1005,5586,1
"12623",1225,6613,1
"12624",8232,2936,4
"12625",8514,4881,4
"12626",4411,2833,3
"12627",1736,2303,3
"12628",8053,261,4
"12629",2117,6504,1
"12630",5504,4205,4
"12631",8556,4951,4
"12632",3283,304,3
"12633",1870,6153,1
"12634",1489,2054,1
"12635",2333,435,1
"12636",3714,563,2
"12637",4456,2863,3
"12638",1807,5892,1
"12639",3976,6248,1
"12640",1950,6266,1
"12641",2000,6458,1
"12642",1400,5938,1
"12643",2572,750,3
"12644",2855,6729,1
"12645",2034,6458,1
"12646",1880,5402,1
"12647",9490,7001,6
"12648",9491,7010,6
"12649",9497,7004,6
"12650",9497,7004,6
"12651",9470,3271,2
"12652",9495,7002,6
"12653",9493,7008,6
"12654",9492,7007,6
"12655",9497,7004,6
"12656",9470,3271,2
"12657",9495,7002,6
"12658",9497,7004,6
"12659",9491,7010,6
"12660",1200,6621,1
"12661",2035,6458,1
"12662",3257,303,3
"12663",1807,5892,1
"12664",1996,6024,1
"12665",2000,6458,1
"12666",2300,6421,1
"12667",1034,5473,1
"12668",1646,2131,1
"12669",1209,6621,1
"12670",1258,6632,1
"12671",8404,230,4
"12672",5027,4166,3
"12673",8800,141,4
"12674",1219,6643,1
"12675",9011,3203,2
"12676",1700,2196,1
"12677",9404,3216,2
"12678",1188,5428,1
"12679",6016,1093,2
"12680",6374,1502,2
"12681",9057,3105,2
"12682",8855,1349,2
"12683",3800,593,2
"12684",9245,3424,2
"12685",3362,982,3
"12686",5000,4001,4
"12687",5426,4312,4
"12688",3322,551,3
"12689",2117,6504,1
"12690",1008,5589,1
"12691",1008,5589,1
"12692",2012,6416,1
"12693",2027,6417,1
"12694",1588,5456,1
"12695",1950,6266,1
"12696",1965,6265,1
"12697",1066,5584,1
"12698",1997,6024,1
"12699",1844,5414,1
"12700",2000,6458,1
"12701",1219,6643,1
"12702",4310,4258,3
"12703",6827,5160,5
"12704",6405,1331,2
"12705",1110,5642,1
"12706",9000,3203,2
"12707",1142,5656,1
"12708",1260,5724,1
"12709",2300,6421,1
"12710",7000,3901,2
"12711",8603,197,4
"12712",4800,4289,3
"12713",8708,155,4
"12714",1242,6638,1
"12715",6370,1509,2
"12716",9014,3203,2
"12717",4313,4254,3
"12718",2035,6458,1
"12719",1040,5518,1
"12720",1950,6266,1
"12721",2854,6729,1
"12722",8180,53,4
"12723",8118,193,4
"12724",2067,6458,1
"12725",2544,2543,3
"12726",8604,199,4
"12727",1202,6621,1
"12728",5443,4035,4
"12729",8157,86,4
"12730",1024,5635,1
"12731",2300,6421,1
"12732",5702,4204,4
"12733",3756,762,2
"12734",1727,2236,1
"12735",8053,261,4
"12736",2563,739,3
"12737",6005,1061,2
"12738",6264,1139,2
"12739",8640,3340,2
"12740",1020,5591,1
"12741",3604,942,2
"12742",3280,2275,3
"12743",1337,5764,1
"12744",1733,2226,1
"12745",2612,432,1
"12746",8762,1631,2
"12747",1234,6645,1
"12748",8200,2939,4
"12749",1737,2300,3
"12750",6436,1367,2
"12751",8645,3340,2
"12752",4108,2481,3
"12753",8424,56,4
"12754",1957,6021,1
"12755",2563,739,3
"12756",3771,794,2
"12757",6432,1372,2
"12758",8340,117,4
"12759",5222,4095,4
"12760",6122,1136,2
"12761",6263,1140,2
"12762",8233,2931,4
"12763",3900,6002,2
"12764",9107,3006,2
"12765",8934,7,4
"12766",3800,593,2
"12767",3857,785,2
"12768",4624,2402,3
"12769",5314,4303,4
"12770",3257,303,3
"12771",3037,354,3
"12772",3503,612,3
"12773",3629,611,3
"12774",1468,2055,1
"12775",1870,6153,1
"12776",2800,6711,1
"12777",2000,6458,1
"12778",1341,5872,1
"12779",1422,5561,1
"12780",1630,2125,1
"12781",1274,5728,1
"12782",1246,6619,1
"12783",1625,2152,1
"12784",1006,5586,1
"12785",1967,6266,1
"12786",5600,4201,4
"12787",4132,2770,3
"12788",3186,2293,3
"12789",8802,135,4
"12790",8426,63,4
"12791",9011,3203,2
"12792",6343,1707,2
"12793",1264,5727,1
"12794",5417,4044,4
"12795",2534,438,1
"12796",1652,2123,1
"12797",3904,6007,2
"12798",6828,5242,5
"12799",4153,2773,3
"12800",8032,261,4
"12801",1023,5583,1
"12802",8340,117,4
"12803",1800,5890,1
"12804",8052,261,4
"12805",3366,973,3
"12806",1373,5749,1
"12807",9000,3203,2
"12808",6015,1061,2
"12809",2019,6413,1
"12810",7304,3953,2
"12811",2608,434,1
"12812",1337,5764,1
"12813",1023,5583,1
"12814",4552,2517,3
"12815",3284,2258,3
"12816",6114,1107,2
"12817",6263,1140,2
"12818",8964,4075,4
"12819",9400,3215,2
"12820",4542,2527,3
"12821",5040,4144,4
"12822",3800,593,2
"12823",3608,942,2
"12824",5314,4303,4
"12825",8006,261,4
"12826",1522,5675,1
"12827",1534,5831,1
"12828",1564,2053,1
"12829",1066,5584,1
"12830",2345,6743,1
"12831",1258,6632,1
"12832",3985,6077,2
"12833",6962,5192,5
"12834",8193,55,4
"12835",5105,4091,4
"12836",6452,1217,2
"12837",1093,5606,1
"12838",8605,199,4
"12839",3147,355,3
"12840",2502,371,3
"12841",8635,113,4
"12842",3250,306,3
"12843",9462,3254,2
"12844",3766,791,2
"12845",5620,4063,4
"12846",2300,6421,1
"12847",1217,6630,1
"12848",6182,1010,2
"12849",7559,3764,2
"12850",8589,4511,4
"12851",8916,4071,4
"12852",4654,2493,3
"12853",3432,955,3
"12854",8006,261,4
"12855",8045,261,4
"12856",8330,177,4
"12857",8330,177,4
"12858",1807,5892,1
"12859",1817,5886,1
"12860",1950,6266,1
"12861",1963,6025,1
"12862",2350,6757,1
"12863",1400,5938,1
"12864",1299,5713,1
"12865",6330,1702,2
"12866",8153,97,4
"12867",1872,6156,1
"12868",1752,2228,1
"12869",1400,5938,1
"12870",3096,357,3
"12871",6318,1710,2
"12872",2503,371,3
"12873",8052,261,4
"12874",5524,4072,4
"12875",6004,1061,2
"12876",1201,6621,1
"12877",4415,2828,3
